0	0	0
0.01	0	0.03
0.02	0	0.05
0.03	0	0.08
0.04	0	0.1
0.05	0	0.13
0.06	0	0.15
0.07	0.01	0.18
0.08	0.01	0.2
0.09	0.01	0.23
0.1	0.01	0.25
0.11	0.01	0.28
0.12	0.02	0.3
0.13	0.02	0.33
0.14	0.02	0.35000000000000003
0.15	0.03	0.38
0.16	0.03	0.4
0.17	0.03	0.43
0.17	0.04	0.45
0.18	0.04	0.48
0.19	0.05	0.5
0.2	0.05	0.53
0.21	0.06	0.55
0.22	0.06	0.58
0.23	0.07	0.6
0.23	0.07	0.63
0.24	0.08	0.65
0.25	0.08	0.68
0.26	0.09	0.7000000000000001
0.27	0.1	0.73
0.27	0.1	0.75
0.28	0.11	0.78
0.29	0.12	0.8
0.3	0.13	0.8300000000000001
0.3	0.13	0.85
0.31	0.14	0.88
0.32	0.15	0.9
0.32	0.16	0.93
0.33	0.16	0.9500000000000001
0.33	0.17	0.98
0.34	0.18	1.
0.34	0.19	1.03
0.35000000000000003	0.2	1.05
0.35000000000000003	0.21	1.08
0.36	0.21	1.1
0.36	0.22	1.1300000000000001
0.37	0.23	1.1500000000000001
0.37	0.24	1.18
0.38	0.25	1.2
0.38	0.26	1.23
0.38	0.27	1.25
0.39	0.28	1.28
0.39	0.29	1.3
0.39	0.3	1.33
0.39	0.31	1.35
0.4	0.32	1.3800000000000001
0.4	0.33	1.4000000000000001
0.4	0.34	1.43
0.4	0.35000000000000003	1.45
0.4	0.36	1.48
0.4	0.37	1.5
0.4	0.38	1.53
0.4	0.39	1.55
0.4	0.4	1.58
0.4	0.41000000000000003	1.6
0.4	0.42	1.6300000000000001
0.4	0.43	1.6500000000000001
0.4	0.44	1.68
0.4	0.45	1.7
0.4	0.46	1.73
0.4	0.47000000000000003	1.75
0.4	0.48	1.78
0.39	0.49	1.8
0.39	0.5	1.83
0.39	0.51	1.85
0.39	0.52	1.8800000000000001
0.38	0.52	1.9000000000000001
0.38	0.53	1.93
0.38	0.54	1.95
0.37	0.55	1.98
0.37	0.56	2.
0.37	0.5700000000000001	2.0300000000000002
0.36	0.58	2.05
0.36	0.59	2.08
0.35000000000000003	0.6	2.1
0.35000000000000003	0.61	2.13
0.34	0.61	2.15
0.34	0.62	2.18
0.33	0.63	2.2
0.32	0.64	2.23
0.32	0.65	2.25
0.31	0.66	2.2800000000000002
0.31	0.66	2.3000000000000003
0.3	0.67	2.33
0.29	0.68	2.35
0.28	0.68	2.38
0.28	0.6900000000000001	2.4
0.27	0.7000000000000001	2.43
0.26	0.7000000000000001	2.45
0.25	0.71	2.48
0.25	0.72	2.5
0.24	0.72	2.5300000000000002
0.23	0.73	2.5500000000000003
0.22	0.73	2.58
0.21	0.74	2.6
0.21	0.75	2.63
0.2	0.75	2.65
0.19	0.75	2.68
0.18	0.76	2.7
0.17	0.76	2.73
0.16	0.77	2.75
0.15	0.77	2.7800000000000002
0.14	0.77	2.8000000000000003
0.13	0.78	2.83
0.12	0.78	2.85
0.11	0.78	2.88
0.1	0.79	2.9
0.09	0.79	2.93
0.08	0.79	2.95
0.07	0.79	2.98
0.06	0.79	3.
0.05	0.8	3.0300000000000002
0.04	0.8	3.0500000000000003
0.03	0.8	3.08
0.02	0.8	3.1
0.01	0.8	3.13
0.01	0.8	3.15
0	0.8	3.18
-0.01	0.8	3.2
-0.02	0.8	3.23
-0.03	0.8	3.25
-0.04	0.8	3.2800000000000002
-0.05	0.79	3.3000000000000003
-0.06	0.79	3.33
-0.07	0.79	3.35
-0.08	0.79	3.38
-0.09	0.79	3.4
-0.1	0.78	3.43
-0.11	0.78	3.45
-0.12	0.78	3.48
-0.13	0.77	3.5
-0.14	0.77	3.5300000000000002
-0.15	0.77	3.5500000000000003
-0.16	0.76	3.58
-0.17	0.76	3.6
-0.18	0.75	3.63
-0.19	0.75	3.65
-0.2	0.75	3.68
-0.2	0.74	3.7
-0.21	0.73	3.73
-0.22	0.73	3.75
-0.23	0.72	3.7800000000000002
-0.24	0.72	3.8000000000000003
-0.24	0.71	3.83
-0.25	0.7000000000000001	3.86
-0.26	0.7000000000000001	3.88
-0.27	0.6900000000000001	3.91
-0.27	0.68	3.93
-0.28	0.68	3.96
-0.29	0.67	3.98
-0.3	0.66	4.01
-0.3	0.66	4.03
-0.31	0.65	4.0600000000000005
-0.31	0.64	4.08
-0.32	0.63	4.11
-0.33	0.62	4.13
-0.33	0.61	4.16
-0.34	0.61	4.18
-0.34	0.6	4.21
-0.35000000000000003	0.59	4.23
-0.35000000000000003	0.58	4.26
-0.36	0.5700000000000001	4.28
-0.36	0.56	4.3100000000000005
-0.36	0.55	4.33
-0.37	0.54	4.36
-0.37	0.53	4.38
-0.37	0.52	4.41
-0.38	0.52	4.43
-0.38	0.51	4.46
-0.38	0.5	4.48
-0.38	0.49	4.51
-0.39	0.48	4.53
-0.39	0.47000000000000003	4.5600000000000005
-0.39	0.46	4.58
-0.39	0.45	4.61
-0.39	0.44	4.63
-0.39	0.43	4.66
-0.39	0.42	4.68
-0.39	0.41000000000000003	4.71
-0.39	0.4	4.73
-0.39	0.39	4.76
-0.39	0.38	4.78
-0.39	0.37	4.8100000000000005
-0.39	0.36	4.83
-0.39	0.35000000000000003	4.86
-0.39	0.34	4.88
-0.39	0.33	4.91
-0.39	0.32	4.93
-0.38	0.31	4.96
-0.38	0.3	4.98
-0.38	0.29	5.01
-0.38	0.28	5.03
-0.37	0.27	5.0600000000000005
-0.37	0.26	5.08
-0.37	0.25	5.11
-0.36	0.24	5.13
-0.36	0.23	5.16
-0.35000000000000003	0.22	5.18
-0.35000000000000003	0.21	5.21
-0.34	0.21	5.23
-0.34	0.2	5.26
-0.33	0.19	5.28
-0.33	0.18	5.3100000000000005
-0.32	0.17	5.33
-0.32	0.16	5.36
-0.31	0.16	5.38
-0.31	0.15	5.41
-0.3	0.14	5.43
-0.29	0.13	5.46
-0.29	0.13	5.48
-0.28	0.12	5.51
-0.27	0.11	5.53
-0.26	0.1	5.5600000000000005
-0.26	0.1	5.58
-0.25	0.09	5.61
-0.24	0.08	5.63
-0.23	0.08	5.66
-0.22	0.07	5.68
-0.22	0.07	5.71
-0.21	0.06	5.73
-0.2	0.06	5.76
-0.19	0.05	5.78
-0.18	0.05	5.8100000000000005
-0.17	0.04	5.83
-0.16	0.04	5.86
-0.16	0.03	5.88
-0.15	0.03	5.91
-0.14	0.03	5.93
-0.13	0.02	5.96
-0.12	0.02	5.98
-0.11	0.02	6.01
-0.1	0.01	6.03
-0.09	0.01	6.0600000000000005
-0.08	0.01	6.08
-0.07	0.01	6.11
-0.06	0.01	6.13
-0.05	0	6.16
-0.04	0	6.18
-0.03	0	6.21
-0.02	0	6.23
-0.01	0	6.26
